tanggal,kota,suhu_min,suhu_max,suhu_rata,curah_hujan,kelembaban,kecepatan_angin,lama_penyinaran,kondisi_cuaca
2024-06-20,Malang,19.876001,27.076,23.086416,0.0,77.26127,4.583822,11.0,Cerah
2024-06-21,Malang,19.526001,26.776001,22.717669,0.0,82.60581,5.394591,11.0,Cerah
2024-06-22,Malang,19.526001,27.076,22.744751,0.0,83.82976,6.3781347,11.0,Cerah
2024-06-23,Malang,20.326,26.576,23.101,0.6,86.868286,7.009438,10.674562,Berawan
2024-06-24,Malang,22.026001,26.126001,23.490585,1.0,87.01177,7.152549,10.0,Berawan
2024-06-25,Malang,20.376001,27.176,23.49475,1.9000001,86.77575,4.3947434,11.0,Berawan
2024-06-26,Malang,21.176,28.376001,24.171835,0.2,85.306175,3.7024174,11.0,Berawan
2024-06-27,Malang,21.326,29.026001,24.571833,0.1,80.56757,3.708644,10.705118,Berawan
2024-06-28,Malang,20.876001,28.476,24.401001,0.3,84.59888,3.458335,11.0,Berawan
2024-06-29,Malang,22.276001,28.126001,24.59684,0.2,80.90139,5.7526317,10.687438,Berawan
2024-06-30,Malang,22.226,28.676,24.544752,0.0,80.05845,7.654985,11.0,Cerah
2024-07-01,Malang,21.426,28.026001,24.103083,0.1,80.58031,4.635652,11.0,Berawan
2024-07-02,Malang,21.476,25.876001,23.219751,1.3000001,90.35461,4.509225,8.442362,Berawan
2024-07-03,Malang,22.126001,27.476,24.030169,0.2,80.840675,4.3399396,8.6088505,Berawan
2024-07-04,Malang,21.876001,25.326,23.02392,10.800001,90.35404,3.659602,5.31562,Hujan
2024-07-05,Malang,20.626001,27.176,23.236414,0.0,85.19442,4.813053,11.0,Cerah
2024-07-06,Malang,19.976,27.626001,23.434334,0.1,81.02349,4.159814,11.0,Berawan
2024-07-07,Malang,20.226,27.926,23.65725,0.2,82.65151,3.213129,11.0,Berawan
2024-07-08,Malang,20.176,27.326,23.32183,0.0,79.80122,4.316881,11.0,Cerah
2024-07-09,Malang,19.476,28.526001,23.686419,0.0,79.10016,4.2252502,11.02748,Cerah
2024-07-10,Malang,19.576,27.776001,23.43225,0.0,78.19242,7.387764,11.0,Cerah
2024-07-11,Malang,19.926,26.176,22.817667,0.0,76.017166,9.98375,11.0,Cerah
2024-07-12,Malang,18.026001,26.576,22.167665,0.0,76.70702,8.199179,11.0217905,Cerah
2024-07-13,Malang,18.676,25.976,21.63017,0.2,80.76534,8.631284,11.0,Berawan
2024-07-14,Malang,17.376001,26.376001,21.561417,0.0,77.09345,7.2461286,11.018037,Cerah
2024-07-15,Malang,17.226,25.576,21.461418,0.1,80.5588,8.64699,11.0,Berawan
2024-07-16,Malang,19.126001,26.776001,22.696833,0.0,82.59462,5.942632,11.0,Cerah
2024-07-17,Malang,16.776001,27.626001,22.1635,0.0,77.23147,4.9043107,11.081643,Cerah
2024-07-18,Malang,18.276001,27.976,22.684336,0.0,74.76839,4.8359494,11.010646,Cerah
2024-07-19,Malang,18.676,28.376001,22.876001,0.0,76.25501,8.261644,11.0,Cerah
2024-07-20,Malang,18.476,27.376001,22.623919,0.0,80.24547,6.55953,11.0,Cerah
2024-07-21,Malang,19.776001,26.776001,22.626001,0.0,79.978065,6.9789767,11.074184,Cerah
2024-07-22,Malang,17.926,27.076,22.317665,0.0,81.71192,6.567675,11.0,Cerah
2024-07-23,Malang,19.576,28.276001,23.315584,1.3000001,81.57025,5.9407573,11.002025,Berawan
2024-07-24,Malang,20.376001,28.376001,23.757254,0.0,76.346115,6.073359,11.0,Cerah
2024-07-25,Malang,19.426,29.176,23.594751,0.0,71.51971,6.1244216,10.653852,Cerah
2024-07-26,Malang,19.226,28.226,23.20725,0.0,77.08496,6.165122,11.065786,Cerah
2024-07-27,Malang,19.426,29.026001,23.303085,0.70000005,81.41037,6.9787507,11.0,Berawan
2024-07-28,Malang,20.476,27.476,22.928085,0.1,85.07701,8.139472,10.197148,Berawan
2024-07-29,Malang,18.876001,27.826,22.81975,1.5000001,84.88828,6.6839237,11.0,Berawan
2024-07-30,Malang,21.076,27.576,23.530167,1.0,86.200615,6.5001965,10.0,Berawan
2024-07-31,Malang,19.976,27.676,23.482252,0.1,86.37296,4.119319,11.0,Berawan
2024-08-01,Malang,20.426,28.626001,23.707253,0.90000004,84.69647,3.4536328,10.856844,Berawan
2024-08-02,Malang,20.976,28.576,23.790583,1.8000001,85.824135,3.1599252,10.468386,Berawan
2024-08-03,Malang,21.176,29.076,24.221832,1.0,78.68031,5.5960145,11.055748,Berawan
2024-08-04,Malang,20.376001,27.976,23.41142,0.0,79.31637,7.606136,11.122274,Cerah
2024-08-05,Malang,19.326,29.176,23.607252,0.0,67.16785,5.8739257,11.1886635,Cerah
2024-08-06,Malang,18.876001,27.676,22.805168,0.0,79.7868,7.415675,11.0,Cerah
2024-08-07,Malang,20.876001,28.876001,24.057251,0.4,81.1754,7.1918507,11.0,Berawan
2024-08-08,Malang,21.176,27.626001,23.732248,0.2,82.81223,7.9327645,11.0,Berawan
2024-08-09,Malang,21.326,28.126001,23.846832,0.0,80.08818,8.22978,11.0,Cerah
2024-08-10,Malang,20.676,28.126001,23.521835,0.0,80.41478,7.456803,11.050338,Cerah
2024-08-11,Malang,17.626001,27.326,21.976004,0.0,73.350716,9.684948,11.116581,Cerah
2024-08-12,Malang,17.276001,27.076,21.717669,0.0,67.00738,6.542637,11.182689,Cerah
2024-08-13,Malang,17.826,28.026001,22.490583,0.0,75.32109,8.132503,11.0,Cerah
2024-08-14,Malang,19.676,29.376001,23.546835,0.0,73.83102,8.323253,11.0,Cerah
2024-08-15,Malang,19.026001,27.476,22.638504,0.0,75.49784,9.931314,11.048232,Cerah
2024-08-16,Malang,18.476,27.476,22.06975,0.0,76.52334,6.6184864,11.11428,Cerah
2024-08-17,Malang,17.826,27.476,22.403086,0.0,80.23968,5.7875905,11.047779,Cerah
2024-08-18,Malang,18.726,28.576,23.111418,0.0,77.14319,7.7788744,11.0,Cerah
2024-08-19,Malang,19.026001,28.376001,22.88225,0.0,78.57647,7.1728477,11.047538,Cerah
2024-08-20,Malang,19.176,28.826,22.892668,0.0,79.629196,6.062699,10.422617,Cerah
2024-08-21,Malang,19.926,28.426,23.371834,0.0,81.90775,5.888258,11.0,Cerah
2024-08-22,Malang,19.576,29.526001,23.530167,0.0,76.653114,5.875845,10.575386,Cerah
2024-08-23,Malang,19.876001,28.626001,23.151003,0.0,78.98592,7.0138297,11.0,Cerah
2024-08-24,Malang,21.026001,27.476,23.29267,0.0,76.96856,10.435264,10.608296,Cerah
2024-08-25,Malang,19.726,28.576,23.33225,2.6,79.11851,8.165154,10.658541,Berawan
2024-08-26,Malang,20.676,29.026001,24.053083,0.0,75.99209,8.139154,11.048908,Cerah
2024-08-27,Malang,20.476,28.526001,23.6135,0.0,70.63801,9.617022,11.0,Cerah
2024-08-28,Malang,19.576,30.426,23.934332,0.0,69.96096,7.1667523,11.113816,Cerah
2024-08-29,Malang,19.676,29.526001,23.505167,0.0,74.94152,9.401484,11.050497,Cerah
2024-08-30,Malang,19.726,29.926,23.903084,0.0,65.6329,7.621601,11.1710415,Cerah
2024-08-31,Malang,20.076,29.026001,23.340584,0.0,77.82171,8.063035,10.646733,Cerah
2024-09-01,Malang,20.176,29.176,23.415586,0.70000005,81.57282,7.5181227,9.0,Berawan
2024-09-02,Malang,20.176,29.576,23.865583,0.0,79.48116,6.7990456,11.11821,Cerah
2024-09-03,Malang,19.126001,28.926,23.628082,0.2,77.58927,7.508337,10.690736,Berawan
2024-09-04,Malang,20.476,29.726,24.353083,0.5,78.08528,6.2345076,11.0,Berawan
2024-09-05,Malang,21.976,29.576,24.715584,0.6,78.71254,7.1468515,10.98318,Berawan
2024-09-06,Malang,21.576,30.126001,24.934334,0.0,72.12569,7.7997737,11.207881,Cerah
2024-09-07,Malang,20.376001,29.276001,24.819754,0.0,74.067696,8.21349,11.081943,Cerah
2024-09-08,Malang,21.176,29.826,24.723917,1.4000001,80.276726,6.208003,10.711519,Berawan
2024-09-09,Malang,20.276001,29.776001,24.330164,2.7999997,77.52636,3.9155946,10.478538,Berawan
2024-09-10,Malang,20.876001,29.026001,23.671835,3.5999997,86.3316,3.8882763,9.517846,Berawan
2024-09-11,Malang,21.326,29.576,24.328085,0.2,80.20639,6.8927555,11.0,Berawan
2024-09-12,Malang,20.326,29.126001,24.113503,0.0,75.418434,8.179334,11.187406,Cerah
2024-09-13,Malang,20.076,29.926,24.178083,0.0,69.372,9.594367,11.376145,Cerah
2024-09-14,Malang,19.426,30.076,24.317665,0.2,67.98358,7.7143383,11.434863,Berawan
2024-09-15,Malang,18.976,30.126001,24.17392,0.0,63.58386,9.4736805,11.366496,Cerah
2024-09-16,Malang,19.376001,28.826,23.588501,1.3000001,71.918724,7.130837,11.36253,Berawan
2024-09-17,Malang,19.526001,29.776001,23.869751,0.0,60.217403,7.970653,11.294198,Cerah
2024-09-18,Malang,19.026001,30.076,23.626001,0.0,68.33012,7.28257,11.35091,Cerah
2024-09-19,Malang,18.526001,31.876001,24.103083,1.1,71.2964,7.0400214,11.544449,Berawan
2024-09-20,Malang,19.526001,32.326,25.0385,0.0,71.67689,5.542213,11.347333,Cerah
2024-09-21,Malang,19.676,31.426,25.01975,0.1,74.21267,4.8570848,11.464873,Berawan
2024-09-22,Malang,21.126001,31.926,26.061419,2.1999998,69.33985,4.734517,11.073411,Berawan
2024-09-23,Malang,22.176,29.526001,25.32392,9.799999,79.12828,3.6074376,11.519621,Hujan
2024-09-24,Malang,21.776001,29.476,24.503084,7.2999997,83.106926,4.308607,9.501376,Hujan
2024-09-25,Malang,21.776001,29.676,24.763502,3.2999997,81.08703,3.448272,8.910913,Berawan
2024-09-26,Malang,21.726,29.726,24.742668,0.8000001,79.92522,3.261487,8.755697,Berawan
2024-09-27,Malang,21.626001,29.876001,25.05517,0.8000001,78.57288,3.885873,11.565763,Berawan
2024-09-28,Malang,21.176,31.176,25.56975,0.0,73.103134,4.650479,11.6259575,Cerah
2024-09-29,Malang,21.876001,30.926,25.680168,0.8,75.71429,6.2501884,11.04132,Berawan
2024-09-30,Malang,21.326,30.976,25.75517,0.3,72.80639,5.8564315,11.700106,Berawan
2024-10-01,Malang,21.326,30.076,24.784332,1.9000001,77.62548,5.6730084,11.1577215,Berawan
2024-10-02,Malang,21.076,29.776001,24.93225,1.4000001,77.08733,4.9601936,11.717692,Berawan
2024-10-03,Malang,20.676,30.476,24.928085,0.0,67.93528,6.365535,11.476578,Cerah
2024-10-04,Malang,21.326,30.376001,25.203081,0.90000004,76.673,6.1701107,11.47367,Berawan
2024-10-05,Malang,21.926,30.526001,25.690588,0.0,73.57867,6.389968,11.533392,Cerah
2024-10-06,Malang,21.976,31.226,25.76767,0.1,74.816986,6.1299467,11.752678,Berawan
2024-10-07,Malang,22.026001,30.576,25.371834,2.4,76.11254,8.698553,11.461135,Berawan
2024-10-08,Malang,22.326,30.126001,25.609335,0.70000005,75.464,8.063914,11.651855,Berawan
2024-10-09,Malang,21.376001,30.926,25.348917,0.0,75.20722,7.212034,11.7781925,Cerah
2024-10-10,Malang,21.626001,32.526,26.098915,0.3,71.045586,5.751477,11.645093,Berawan
2024-10-11,Malang,22.076,31.276001,26.348917,0.2,68.80674,4.7150774,11.79459,Berawan
2024-10-12,Malang,22.776001,33.826,27.34475,0.1,64.78026,6.4074545,11.80255,Berawan
2024-10-13,Malang,22.726,31.976,26.415588,2.4,72.916725,5.8733273,11.765962,Berawan
2024-10-14,Malang,22.876001,32.725998,26.330164,0.3,70.98923,8.143515,11.0,Berawan
2024-10-15,Malang,22.226,31.276001,25.973917,0.0,55.828617,10.262074,11.239231,Cerah
2024-10-16,Malang,20.126001,30.076,24.657251,0.2,56.551,10.15859,11.832393,Berawan
2024-10-17,Malang,21.376001,29.976,24.759336,0.0,65.14486,8.902779,11.634662,Cerah
2024-10-18,Malang,20.026001,31.026001,24.284338,6.7,76.38614,6.8671618,10.836541,Hujan
2024-10-19,Malang,21.126001,29.826,24.9635,2.0,80.875725,5.2136617,11.621262,Berawan
2024-10-20,Malang,21.826,29.676,24.357252,4.1,80.63027,4.074813,10.75793,Berawan
2024-10-21,Malang,22.076,27.526001,24.05725,22.600002,85.904785,4.7790823,10.917872,Hujan
2024-10-22,Malang,21.376001,29.076,24.388498,3.3999999,82.18772,7.1804676,11.813003,Berawan
2024-10-23,Malang,21.976,28.326,24.438501,1.3000001,81.95688,8.23804,10.818118,Berawan
2024-10-24,Malang,22.076,28.476,24.255167,1.4000001,82.75141,5.585173,11.217858,Berawan
2024-10-25,Malang,22.126001,27.926,24.3135,3.9999995,84.625694,6.4835114,11.094271,Berawan
2024-10-26,Malang,21.676,28.326,24.303087,3.3999999,83.88265,5.984418,10.246212,Berawan
2024-10-27,Malang,21.976,30.076,24.99267,0.8000001,81.11736,5.0333157,11.609339,Berawan
2024-10-28,Malang,21.776001,30.276001,25.092667,0.2,80.99629,5.6302476,11.343597,Berawan
2024-10-29,Malang,22.776001,30.626001,25.398918,0.3,80.50417,8.024957,10.123324,Berawan
2024-10-30,Malang,22.826,30.426,25.436417,1.0,78.646645,5.708205,11.673275,Berawan
2024-10-31,Malang,21.126001,29.926,25.190582,0.8,82.23903,4.2584586,11.347003,Berawan
2024-11-01,Malang,22.076,28.926,24.711416,2.4,84.5342,3.4484496,5.8916464,Berawan
2024-11-02,Malang,22.276001,29.126001,25.423918,1.5000001,77.93216,3.863785,11.87237,Berawan
2024-11-03,Malang,21.876001,29.526001,24.884333,1.0000001,79.56175,5.4225717,8.716049,Berawan
2024-11-04,Malang,21.726,28.776001,24.559334,1.2,82.215836,3.9365227,10.48347,Berawan
2024-11-05,Malang,21.426,30.026001,25.321836,0.0,73.37548,4.3062162,11.931229,Cerah
2024-11-06,Malang,21.026001,30.426,25.80725,0.0,64.36154,5.872135,11.933686,Cerah
2024-11-07,Malang,21.826,31.226,25.711416,0.0,66.52584,5.069954,11.93583,Cerah
2024-11-08,Malang,20.576,30.976,25.030165,1.9000001,73.66906,5.355046,10.937645,Berawan
2024-11-09,Malang,22.526001,29.226,25.023916,1.3000001,81.56174,3.5445342,9.208553,Berawan
2024-11-10,Malang,21.976,30.726,24.9135,2.2,83.4056,4.180937,10.171338,Berawan
2024-11-11,Malang,21.926,29.826,25.155169,2.3999996,78.69982,4.362543,10.941315,Berawan
2024-11-12,Malang,21.376001,30.626001,25.467667,2.1,79.23841,4.490274,11.151703,Berawan
2024-11-13,Malang,22.676,30.676,25.807253,2.1999998,75.26196,4.034172,11.942377,Berawan
2024-11-14,Malang,22.526001,31.326,26.26975,0.2,71.60667,4.855303,11.9425,Berawan
2024-11-15,Malang,22.826,34.025997,26.951002,0.1,68.764755,5.139878,11.942358,Berawan
2024-11-16,Malang,23.226,31.326,26.290583,1.3000001,73.440865,5.0054536,11.941948,Berawan
2024-11-17,Malang,22.626001,31.126001,25.838501,5.4,76.16764,4.992665,11.1200075,Hujan
2024-11-18,Malang,21.876001,30.926,25.492668,7.7,80.31143,4.565464,11.310792,Hujan
2024-11-19,Malang,22.476,29.826,24.884333,1.9000001,83.403046,4.0960827,8.03048,Berawan
2024-11-20,Malang,21.926,30.276001,25.09892,2.9999998,83.74799,3.3758566,10.780365,Berawan
2024-11-21,Malang,22.426,30.176,25.053085,5.0,84.043915,3.6449108,8.653032,Berawan
2024-11-22,Malang,22.626001,29.726,24.957254,1.6,81.727486,3.1412296,7.531242,Berawan
2024-11-23,Malang,22.376001,28.676,24.726,4.0,86.87191,3.6031735,8.838623,Berawan
2024-11-24,Malang,21.876001,28.426,24.213501,4.7999997,87.48362,3.2095404,7.4212513,Berawan
2024-11-25,Malang,21.626001,28.826,24.444748,3.1,88.25638,2.7324224,6.6840935,Berawan
2024-11-26,Malang,21.576,29.226,24.826002,11.000001,88.35464,3.366756,9.656565,Hujan
2024-11-27,Malang,22.076,29.276001,24.796835,7.7999997,86.73328,3.4986331,9.54993,Hujan
2024-11-28,Malang,22.176,26.526001,23.607252,30.100002,94.339455,4.564404,3.874901,Hujan
2024-11-29,Malang,22.426,26.676,23.60308,26.000002,92.78945,4.7100835,3.9334822,Hujan
2024-11-30,Malang,21.826,25.676,23.165583,19.4,95.118324,3.8980331,3.4517019,Hujan
2024-12-01,Malang,22.176,26.126001,23.517668,10.1,94.170166,3.4068995,1.27557,Hujan
2024-12-02,Malang,22.326,28.076,24.242668,1.4000001,87.66257,3.3283005,7.682339,Berawan
2024-12-03,Malang,21.576,29.576,24.594751,11.0,83.441345,4.575926,10.595004,Hujan
2024-12-04,Malang,20.976,29.076,23.853083,8.6,89.69544,2.8711534,7.1668067,Hujan
2024-12-05,Malang,21.826,29.676,24.332253,19.2,90.34125,3.393138,9.108904,Hujan
2024-12-06,Malang,22.126001,26.326,23.532251,15.900001,91.97561,2.6422932,3.4986477,Hujan
2024-12-07,Malang,21.876001,29.076,24.142664,22.100002,91.99814,2.733855,8.480033,Hujan
2024-12-08,Malang,21.726,29.176,24.228083,22.6,91.71887,3.584584,8.883518,Hujan
2024-12-09,Malang,21.876001,26.926,23.444748,26.800001,96.46107,3.7806778,5.8665576,Hujan
2024-12-10,Malang,21.776001,29.526001,24.14475,13.900001,90.572205,3.6153116,8.097313,Hujan
2024-12-11,Malang,21.676,28.876001,24.10517,22.300003,91.918304,2.8197708,6.653218,Hujan
2024-12-12,Malang,21.876001,26.426,23.528084,20.899998,93.10519,3.0086236,5.4048576,Hujan
2024-12-13,Malang,22.026001,28.926,24.296831,10.7,85.46577,3.9259253,6.840815,Hujan
2024-12-14,Malang,21.526001,26.476,23.467665,50.300003,92.89262,2.5043678,3.1064448,Hujan
2024-12-15,Malang,21.676,28.526001,24.096832,63.699997,91.995445,2.794641,6.8057117,Hujan
2024-12-16,Malang,22.126001,28.276001,24.203087,25.000002,90.49509,2.6595237,3.9215522,Hujan
2024-12-17,Malang,21.976,28.726,23.926,44.300003,92.37008,2.536499,7.0,Hujan
2024-12-18,Malang,21.326,27.976,24.169752,2.5000002,89.02717,3.8221886,9.832766,Berawan
2024-12-19,Malang,21.576,30.676,25.036417,3.1,82.2821,4.194883,10.9899845,Berawan
2024-12-20,Malang,21.626001,29.626001,24.651001,9.300001,88.44476,3.4137845,8.55838,Hujan
2024-12-21,Malang,22.326,29.126001,24.284332,28.0,90.64442,3.7670724,6.607136,Hujan
2024-12-22,Malang,22.476,27.776001,24.146833,13.800001,88.09501,4.405769,6.7492127,Hujan
2024-12-23,Malang,21.976,30.976,24.794748,13.200001,84.97799,4.1668844,9.943989,Hujan
2024-12-24,Malang,21.476,29.326,24.203085,16.1,87.537254,4.0609703,9.250903,Hujan
2024-12-25,Malang,21.926,29.576,24.203081,7.2,89.534645,3.1962423,6.085607,Hujan
2024-12-26,Malang,21.126001,27.876001,23.553083,25.4,93.58903,3.1688414,7.0420384,Hujan
2024-12-27,Malang,21.976,29.226,24.778086,3.0,86.009674,4.53999,9.851492,Berawan
2024-12-28,Malang,21.826,26.626001,23.548918,14.099999,94.00211,4.061833,5.692207,Hujan
2024-12-29,Malang,21.526001,24.976,22.894753,18.099998,96.73691,2.4253855,0.0,Hujan
2024-12-30,Malang,20.926,29.126001,23.915583,50.6,89.94497,3.2278876,9.033711,Hujan
2024-12-31,Malang,21.276001,27.926,23.68017,46.4,90.51806,3.5852747,6.817418,Hujan
2023-01-01,Batu,20.095499,23.9455,21.607996,7.4,87.01789,3.7198474,4.9949985,Hujan
2023-01-02,Batu,18.995499,25.1955,21.485079,2.7999997,86.16415,3.987355,6.507304,Berawan
2023-01-03,Batu,18.095499,26.1955,21.36425,2.4,85.023834,5.0169096,10.6737175,Berawan
2023-01-04,Batu,18.2955,25.345499,20.980915,4.5999994,87.856415,4.7953353,8.535888,Berawan
2023-01-05,Batu,18.2955,24.345499,20.949667,4.9999995,89.992836,5.1089263,10.442248,Berawan
2023-01-06,Batu,18.345499,23.345499,20.597584,10.500001,91.76327,5.7061954,7.843469,Hujan
2023-01-07,Batu,18.245499,25.245499,21.274664,0.90000004,86.95637,6.688564,11.918297,Berawan
2023-01-08,Batu,17.8955,24.6955,20.937164,3.6,87.06345,5.2809815,10.852121,Berawan
2023-01-09,Batu,16.8955,24.845499,20.753836,1.6000001,86.82282,5.1518083,10.45922,Berawan
2023-01-10,Batu,18.1955,25.0455,21.376749,2.0000002,88.624825,6.803756,11.689476,Berawan
2023-01-11,Batu,19.495499,24.745499,21.41633,1.5000001,91.645546,7.5288644,10.932568,Berawan
2023-01-12,Batu,17.5455,25.095499,20.916334,0.1,89.5884,6.9442644,11.841498,Berawan
2023-01-13,Batu,18.345499,25.0455,21.162165,0.4,89.43865,6.528558,10.747115,Berawan
2023-01-14,Batu,17.7955,24.095499,20.903833,16.2,93.081825,3.2165546,8.335478,Hujan
2023-01-15,Batu,18.245499,24.5455,21.149668,21.7,91.75116,3.1088853,7.512389,Hujan
2023-01-16,Batu,19.595499,24.845499,21.412165,7.5999994,89.315186,3.1492841,5.546268,Hujan
2023-01-17,Batu,18.7955,23.9455,21.128832,19.800003,91.64932,3.5991113,7.140945,Hujan
2023-01-18,Batu,19.0455,24.495499,21.135084,3.0,93.17014,4.9846683,7.697573,Berawan
2023-01-19,Batu,18.3955,24.7955,21.160082,15.600001,90.68531,4.07467,10.300735,Hujan
2023-01-20,Batu,19.245499,23.6455,20.997583,6.0,91.144554,3.86271,5.4883947,Hujan
2023-01-21,Batu,18.3955,25.1455,20.987167,10.7,89.14822,4.2562094,8.515129,Hujan
2023-01-22,Batu,17.8955,24.2955,21.249664,2.2999997,87.07897,4.7291183,10.26278,Berawan
2023-01-23,Batu,17.745499,26.095499,21.56633,1.5000001,83.84879,5.670967,11.876677,Berawan
2023-01-24,Batu,18.3955,25.1955,21.566332,8.6,87.1618,4.5657215,10.136087,Hujan
2023-01-25,Batu,18.745499,24.2955,21.143414,11.200001,90.05465,4.524206,8.160935,Hujan
2023-01-26,Batu,19.245499,23.7955,20.745499,17.700003,94.56606,4.990225,4.4764047,Hujan
2023-01-27,Batu,18.995499,23.0455,20.768415,14.5,91.90336,4.361363,3.0140007,Hujan
2023-01-28,Batu,19.3955,22.845499,20.843416,20.5,91.81092,2.9372911,3.4268649,Hujan
2023-01-29,Batu,20.095499,24.3955,21.724669,12.400001,90.1027,3.1335297,5.4178557,Hujan
2023-01-30,Batu,19.8955,25.245499,21.730913,5.7,89.71876,3.0925517,4.166993,Hujan
2023-01-31,Batu,19.995499,23.5455,21.262167,7.7,88.64452,4.781326,2.8866217,Hujan
2023-02-01,Batu,19.6955,25.1955,21.414248,21.000002,88.17404,3.3382616,4.816757,Hujan
2023-02-02,Batu,19.995499,23.8955,21.460083,2.8000002,84.31428,3.4444222,0.1637385,Berawan
2023-02-03,Batu,20.2955,24.1955,21.678833,5.2999997,86.00171,4.0387897,0.0,Hujan
2023-02-04,Batu,19.995499,24.5455,21.743414,5.0,85.6811,2.8971658,7.387429,Berawan
2023-02-05,Batu,19.595499,24.5455,21.368418,4.3999996,85.31048,5.0403714,6.8968253,Berawan
2023-02-06,Batu,19.1455,23.845499,21.076754,4.2000003,85.57907,3.3831573,5.582984,Berawan
2023-02-07,Batu,19.0455,23.7955,20.999666,31.199997,88.07554,3.0603805,5.1989,Hujan
2023-02-08,Batu,19.8955,23.2955,21.210081,29.199997,91.79266,2.3592515,2.0,Hujan
2023-02-09,Batu,20.1955,24.7955,21.555916,25.6,86.35911,3.0043077,7.072401,Hujan
2023-02-10,Batu,19.7955,25.595499,21.780914,10.3,88.04736,3.1799245,8.014489,Hujan
2023-02-11,Batu,19.845499,24.6955,21.608002,32.699997,89.740715,4.108274,5.330631,Hujan
2023-02-12,Batu,19.4455,24.345499,21.330915,40.199997,91.4734,3.0737805,7.3678055,Hujan
2023-02-13,Batu,19.2955,23.495499,20.526749,6.7000003,93.37192,5.117689,4.108382,Hujan
2023-02-14,Batu,18.1955,24.7955,20.774664,5.2000003,90.084595,4.4179144,8.59935,Hujan
2023-02-15,Batu,18.845499,22.7955,20.553831,14.7,93.611725,4.0423775,4.9777203,Hujan
2023-02-16,Batu,19.3955,23.2955,20.766333,30.800001,93.838234,3.7066483,3.146581,Hujan
2023-02-17,Batu,18.8955,24.245499,21.193415,12.400002,91.314384,3.3024602,4.4800863,Hujan
2023-02-18,Batu,18.745499,24.345499,20.976748,23.000002,92.70517,4.5434923,7.242774,Hujan
2023-02-19,Batu,19.095499,24.6955,21.137165,6.5,89.84692,4.299174,8.179592,Hujan
2023-02-20,Batu,18.495499,24.845499,21.20175,4.9999995,90.13183,3.8144784,9.755,Berawan
2023-02-21,Batu,18.5455,25.6955,21.626747,8.5,86.08682,4.360992,11.072665,Hujan
2023-02-22,Batu,19.245499,25.245499,21.593416,20.9,89.92979,3.471368,6.123954,Hujan
2023-02-23,Batu,19.4455,24.345499,21.803833,3.0999997,88.96838,1.9500412,5.4032893,Berawan
2023-02-24,Batu,20.245499,25.095499,21.799667,28.800001,89.694466,2.797227,5.300396,Hujan
2023-02-25,Batu,19.7955,25.4455,21.878832,6.5,88.78735,2.3252418,7.1676927,Hujan
2023-02-26,Batu,19.5455,25.095499,21.5205,9.800001,86.16361,2.8447952,7.534719,Hujan
2023-02-27,Batu,19.495499,24.6455,21.57675,8.300001,86.99475,3.9137678,7.163465,Hujan
2023-02-28,Batu,19.6955,25.6455,21.620499,9.8,85.21528,3.0659013,7.832436,Hujan
2023-03-01,Batu,18.6955,23.995499,20.724667,12.099998,90.288506,5.0662684,8.635445,Hujan
2023-03-02,Batu,19.0455,24.245499,20.92258,23.099998,88.31564,3.7275088,6.8503175,Hujan
2023-03-03,Batu,19.2955,25.745499,21.583,0.8000001,81.91098,4.112673,9.974008,Berawan
2023-03-04,Batu,18.495499,25.3955,21.272585,4.6000004,85.76111,3.9965973,10.231799,Berawan
2023-03-05,Batu,18.5455,24.345499,20.780916,6.4,89.352715,4.056262,8.225893,Hujan
2023-03-06,Batu,18.845499,24.345499,21.049665,1.9000002,89.93637,6.273452,10.667767,Berawan
2023-03-07,Batu,17.5455,25.6455,21.485083,0.1,85.36161,6.360068,11.737351,Berawan
2023-03-08,Batu,17.745499,24.345499,20.58925,21.499998,92.36059,4.2934685,9.172455,Hujan
2023-03-09,Batu,18.495499,25.4455,21.491331,1.0,85.07612,5.873811,11.168748,Berawan
2023-03-10,Batu,19.4455,25.345499,21.48925,3.0,89.2476,4.358649,8.855098,Berawan
2023-03-11,Batu,19.245499,26.095499,22.10383,0.90000004,85.747856,5.3625464,11.498304,Berawan
2023-03-12,Batu,18.345499,26.6455,22.105913,0.4,81.42945,5.944571,11.759391,Berawan
2023-03-13,Batu,18.2955,24.495499,20.974667,7.0,90.178535,4.198715,11.305051,Hujan
2023-03-14,Batu,17.495499,24.595499,20.49758,20.099998,89.18273,4.1716266,10.126558,Hujan
2023-03-15,Batu,19.1455,25.5455,21.860083,1.0,83.70986,5.135194,11.312911,Berawan
2023-03-16,Batu,18.8955,24.5455,21.680916,6.6,87.81412,4.764076,10.3541975,Hujan
2023-03-17,Batu,19.0455,25.0455,21.414248,13.8,87.69825,4.052902,8.338189,Hujan
2023-03-18,Batu,18.4455,25.1955,21.505913,4.1,87.25854,4.353042,10.855098,Berawan
2023-03-19,Batu,18.7955,25.5455,21.832998,2.6000001,87.896355,4.9044733,11.138766,Berawan
2023-03-20,Batu,19.1455,24.1955,21.449663,7.4,90.08366,4.0218496,7.143013,Hujan
2023-03-21,Batu,18.845499,26.5455,22.374664,0.6,87.1327,5.6891303,11.146128,Berawan
2023-03-22,Batu,19.7955,25.7955,21.835081,17.500002,88.29897,3.7502925,9.490868,Hujan
2023-03-23,Batu,19.845499,25.4455,21.918417,19.500002,87.63204,3.8151934,9.703827,Hujan
